Nome Civil;Partido;Coligação;Situação;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Nome para Urna;Numero;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Atuacao;Atuacao em meses
JOSE MENDONCA BEZERRA FILHO;DEM;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por média;88250;1.97;83.54;0.00;4535.90;0.00;137.28;2945.87;9858.01;0.00;4588.46;10279.39;409.95;3188.49;27.88;14.78;0.00;2711.56;2325.76;58.45;41165.3;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.06;0.06;0.00;0.00;0.06;0.00;0.00;0.26;0.06;0.00;0.00;1.09;Administrador de Empresas;Em Exercício;DEM;MENDONÇA FILHO;161.86;MASCULINO;Casado(a);Deputado;Branca;12/07/1966;51;Superior completo;1649203.71;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000076.jpg;1/2/2015 até 12/5/2016, 26/4/2017 até 27/4/2017, 2/8/2017 até 3/8/2017;15.6
LINDOMAR BARBOSA ALVES;PMDB;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por média;24146;3.02;0.00;0.00;8487.29;0.00;0.00;3252.59;1310.59;0.00;11784.68;9994.78;366.14;2940.22;79.65;0.00;0.00;1606.99;1212.32;0.00;41035.24;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Comerciante;Em Exercício;PV;LINDOMAR GARÇON;48.95;MASCULINO;Casado(a);Comerciante;Parda;18/10/1969;48;Superior incompleto;458500.0;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000239.jpg;1/2/2015 ...;31.07
WHERLES FERNANDES DA ROCHA;PSDB;PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD;Eleito por QP;23466;5.88;319.61;1062.12;3933.34;0.00;115.33;3533.58;379.79;137.43;17409.34;11322.02;736.42;746.39;7.03;4.15;0.00;194.66;1101.07;13.42;41015.7;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.03;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.03;0.00;0.10;0.00;0.00;0.00;0.42;Bacharel  em Direito,Jornalista,Oficial da Polícia Militar;Em Exercício;PSDB;MAJOR ROCHA;146.28;MASCULINO;Casado(a);Deputado;Branca;23/10/1968;49;Superior completo;430000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000607.jpg;1/2/2015 ...;31.07
ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;PR;PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB;Eleito por QP;134588;8.51;64.85;0.00;3139.78;0.00;3.22;1909.64;9427.10;0.00;16324.43;6332.02;18.36;1847.38;141.03;0.00;0.00;503.55;1292.53;0.84;41004.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.10;Médica;Em Exercício;PR;DRA ZENAIDE MAIA;71.52;FEMININO;Casado(a);Médico;Branca;27/11/1954;63;Superior completo;1455381.34;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000135.jpg;1/2/2015 ...;31.07
DOMINGOS GOMES DE AGUIAR NETO;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;185226;4.24;0.00;3599.29;257.48;0.00;0.00;2525.07;22039.06;0.00;6316.70;5619.31;22.74;8.51;72.10;0.00;0.00;26.70;508.82;0.00;40995.79;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.55;Empresário;Em Exercício;PROS;DOMINGOS NETO;292.57;MASCULINO;Solteiro(a);Deputado;Branca;29/04/1988;29;Superior incompleto;723976.77;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000779.jpg;1/2/2015 ...;31.07
LEONARDO CUNHA DE BRITO;PT;PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B;Eleito por QP;20876;5.23;291.77;707.11;5670.96;0.00;261.76;4706.90;329.90;0.00;8278.21;10520.50;685.02;8307.02;35.51;1.36;0.00;25.02;1088.81;83.65;40993.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.16;Advogado(a),Professor de Direito;Em Exercício;PT;LÉO DO PT;42.84;MASCULINO;Casado(a);Advogado;Branca;13/04/1979;38;Superior completo;160507.58;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000163.jpg;1/2/2015 ...;31.07
EXPEDITO GONCALVES FERREIRA NETTO;SD;PSDB / PSDC / PSD / PEN / SD / PHS / PSC / PMN / PT do B / PRB / DEM;Eleito por média;25691;3.22;7.31;0.00;9513.26;0.00;0.00;2331.59;371.74;0.00;20140.01;4213.17;230.80;1846.00;194.42;0.00;0.00;226.32;1913.69;0.00;40988.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.03;0.03;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.03;0.42;-;Em Exercício;PSD;EXPEDITO NETTO;249.28;MASCULINO;Solteiro(a);Empresário;Parda;05/10/1988;29;Superior incompleto;1775000.0;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000037.jpg;1/2/2015 ...;31.07
MARIA GORETE PEREIRA;PR;PMDB / PSC / PR / PRP / PSDB;Eleito por QP;130983;3.0;54.99;885.10;5063.10;0.00;293.87;4365.47;1844.22;0.00;18927.93;6159.36;38.48;191.32;99.77;0.00;0.00;558.86;2454.41;0.58;40937.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.03;0.03;0.10;0.10;0.00;0.00;0.48;FISIOTERAPEUTA;Em Exercício;PR;GORETE PEREIRA;71.87;FEMININO;Divorciado(a);Fisioterapeuta e Terapeuta Ocupacional;Branca;10/04/1952;65;Superior completo;884097.1;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000586.jpg;1/2/2015 ...;31.07
SILAS CAMARA;PSD;PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD;Eleito por QP;166281;10.03;0.00;10739.85;0.00;0.00;16.09;1277.52;0.00;0.00;20243.94;7335.72;0.00;0.00;0.00;0.00;0.00;162.37;1107.99;0.00;40883.48;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;Empresário;Em Exercício;PSC;SILAS CAMARA;178.79;MASCULINO;Casado(a);Deputado;Parda;15/12/1962;55;Superior completo;0.0;AM;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000360.jpg;1/2/2015 ...;31.07
ARNALDO JORDY FIGUEIREDO;PPS;PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC;Eleito por QP;70950;1.89;670.40;1160.28;5407.15;0.00;11.59;3629.11;1.61;0.00;4854.02;10099.21;46.41;11629.22;197.53;1.06;62.85;111.96;2945.14;4.64;40832.2;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.29;Político;Em Exercício;PPS;JORDY;74.77;MASCULINO;Solteiro(a);Deputado;Branca;30/11/1958;59;Superior completo;300000.0;PA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000934.jpg;1/2/2015 ...;31.07
JOSE NOBRE GUIMARAES;PT;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;209032;4.79;0.00;209.21;4152.24;0.00;0.00;2117.24;885.10;0.00;6131.74;14392.41;153.24;7111.49;44.08;0.00;1517.45;610.90;3220.87;0.00;40545.97;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.13;ADVOGADO;Em Exercício;PT;JOSÉ GUIMARÃES;42.55;MASCULINO;Solteiro(a);Advogado;Branca;10/02/1959;58;Superior completo;721820.66;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000793.jpg;1/2/2015 ...;31.07
RUBENS PEREIRA E SILVA JUNIOR;PC do B;SD / PP / PC do B / PPS / PSDB / PSB;Eleito por QP;118115;3.77;35.94;0.00;0.00;0.00;6.98;3997.06;8254.91;0.00;17472.80;5203.92;7.29;3052.27;44.48;0.00;0.00;453.88;1897.46;2.41;40429.41;0.00;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.58;0.00;0.10;0.03;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;1.29;Advogado(a);Em Exercício;PCdoB;RUBENS PEREIRA JÚNIOR;211.30;MASCULINO;Casado(a);Deputado;Branca;16/03/1984;33;Superior completo;653912.76;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000627.jpg;1/2/2015 ...;31.07
MARCOS ROGERIO DA SILVA BRITO;PDT;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por QP;60780;7.61;797.71;1426.46;7398.44;0.00;9.66;5194.55;1464.50;0.00;8407.25;67.93;1008.93;2865.38;9452.24;0.70;0.00;234.80;2021.49;31.53;40381.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.00;0.00;0.23;-;Em Exercício;PDT;MARCOS ROGERIO;39.72;MASCULINO;Casado(a);Advogado;Parda;07/07/1978;39;Superior completo;733005.5;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000242.jpg;1/2/2015 ...;31.07
MARCOS DA ROCHA MENDES;PMDB;PMDB / PP / PSC / PSD / PTB;Suplente;45581;0.59;578.63;0.00;7087.50;0.00;0.00;2126.01;5859.38;0.00;2968.75;10931.28;300.26;2774.13;464.90;0.00;5642.17;74.05;1171.58;378.82;40357.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Vacância;PMDB;MARQUINHO MENDES;80.47;MASCULINO;Casado(a);Médico;Parda;27/02/1959;58;Superior completo;904092.27;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001422.jpg;10/2/2015 até 14/4/2016, 19/4/2016 até 13/9/2016;19.2
RAUL BELENS JUNGMANN PINTO;PPS;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Suplente;36866;0.82;600.97;0.00;1902.60;0.00;0.00;3232.52;1428.57;0.00;13639.61;10699.73;751.50;4300.55;65.10;0.00;0.00;1954.00;1639.32;139.48;40353.95;0.00;0.19;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.71;OUTROS;Em Exercício;PPS;RAUL JUNGMANN;150.84;MASCULINO;Solteiro(a);Vereador;Parda;03/04/1952;65;Superior incompleto;38549.47;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000049.jpg;12/2/2015 até 14/4/2016, 20/4/2016 até 12/5/2016, 8/8/2017 ...;15.4
ROMULO JOSE DE GOUVEIA;PSD;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;84820;4.38;200.44;0.00;8493.72;0.00;0.00;4868.60;0.00;0.00;14889.05;6349.71;491.10;3869.70;107.74;0.00;31.76;366.57;681.31;0.00;40349.71;0.00;0.42;0.16;0.00;0.03;0.55;0.00;0.00;0.00;0.58;0.13;0.35;0.00;0.00;0.77;0.00;0.10;1.00;0.16;0.00;0.16;0.35;0.00;0.13;0.00;0.06;0.00;0.00;0.03;0.00;0.19;0.00;0.16;0.06;0.16;0.16;0.06;0.03;0.03;5.86;Servidor Público;Vacância;PSDB;RÔMULO GOUVEIA;178.79;MASCULINO;Casado(a);Servidor Público Estadual;Branca;19/03/1965;52;Superior completo;815582.76;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000497.jpg;1/2/2015 ...;31.07
LUIZ GIONILSON PINHEIRO BORGES;PMDB;PP / PDT / PMDB;Eleito por média;18709;4.85;0.00;0.00;8276.52;0.00;0.00;1854.13;2800.13;0.00;12495.98;4259.31;43.45;5421.86;34.41;0.00;3884.78;550.27;645.05;0.00;40265.89;0.00;0.00;0.00;0.06;0.00;0.10;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;Comunicador de Rádio,Economista;Em Exercício;PMDB;CABUÇU;48.66;MASCULINO;Solteiro(a);Locutor e Comentarista de Rádio e Televisão e Radialista;Parda;06/03/1964;53;Superior completo;85000.0;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000122.jpg;1/2/2015 ...;31.07
LUIZ ODORICO MONTEIRO DE ANDRADE;PT;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;121640;2.79;100.22;4948.34;4743.89;0.00;69.30;4048.47;705.47;966.64;5827.26;11913.01;531.55;1368.08;1611.07;0.00;0.00;338.22;3029.12;60.31;40260.95;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.23;Médico(a);Em Exercício;PSB;ODORICO;42.84;MASCULINO;Casado(a);Professor de Ensino Superior;Branca;11/08/1961;56;Superior completo;791891.43;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000795.jpg;1/2/2015 ...;31.07
ANTONIO JACOME DE LIMA JUNIOR;PMN;PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB;Eleito por média;71555;4.53;926.96;0.00;3617.64;0.00;0.00;2825.51;8567.75;0.00;16339.30;6042.80;144.32;710.77;43.13;0.00;0.00;41.19;887.92;72.92;40220.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.13;Advogado(a),Médico(a),Teólogo;Em Exercício;PODE;JÁCOME;107.27;MASCULINO;Casado(a);Deputado;Branca;26/05/1962;55;Superior completo;2492398.24;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000133.jpg;1/2/2015 ...;31.07
SAGUAS MORAES SOUSA;PT;PT / PMDB / PROS / PR;Eleito por QP;97858;6.73;388.99;7381.41;6929.03;0.00;72.68;3226.72;0.00;0.00;6152.36;5693.49;1295.53;5041.25;150.86;40.49;0.00;733.49;3071.36;7.82;40185.5;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Médico;Em Exercício;PT;SÁGUAS MORAES;42.26;MASCULINO;Casado(a);Deputado;Branca;11/04/1963;54;Superior completo;546599.24;MT;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MT/foto/110000000297.jpg;1/2/2015 ...;31.07
JULIO CESAR DE CARVALHO LIMA;PSD;PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB;Eleito por QP;99750;5.75;0.00;8154.81;8014.16;0.00;326.86;5379.90;1568.72;0.00;1303.60;8387.99;0.00;145.23;635.54;0.00;2703.57;444.50;3118.21;0.00;40183.1;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.10;PROFESSOR, ADVOGADO E PRODUTOR RURAL;Em Exercício;DEM;JÚLIO CÉSAR;178.79;MASCULINO;Casado(a);Deputado;Branca;25/08/1948;69;Superior completo;2008505.41;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000054.jpg;1/2/2015 ...;31.07
JOSE WELLINGTON ROBERTO;PR;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;104799;5.41;201.21;0.00;611.52;0.00;0.00;1869.27;2639.20;0.00;24721.60;7518.51;140.20;495.81;234.73;0.00;0.00;261.16;1341.01;122.27;40156.49;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.19;Não informada;Em Exercício;PR;WELLINGTON ROBERTO;71.52;MASCULINO;Casado(a);Empresário;Parda;19/05/1959;58;Superior incompleto;2450196.15;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000492.jpg;1/2/2015 ...;31.07
MARIA HELENA VERONESE RODRIGUES;PSB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por média;7481;3.14;399.61;0.00;4990.34;0.00;0.00;4175.84;823.95;0.00;13754.91;11706.54;366.68;1883.00;183.15;0.00;0.00;193.20;1620.20;23.13;40120.57;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.19;Advogada;Em Exercício;PSB;MARIA HELENA;130.03;FEMININO;Casado(a);Advogado;Branca;15/06/1949;68;Superior completo;2275212.85;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000280.jpg;1/2/2015 ...;31.07
ANTONIO ROBERTO RODRIGUES GOES DA SILVA;PDT;PP / PDT / PMDB;Eleito por QP;22134;5.73;0.00;0.00;0.00;0.00;10.30;1274.31;5053.11;0.00;12105.07;9465.41;33.76;4551.66;0.00;0.00;6974.57;43.66;583.28;0.00;40095.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Administrador;Em Exercício;PDT;ROBERTO GÓES;39.01;MASCULINO;Divorciado(a);Administrador;Parda;22/06/1966;51;Superior completo;404060.5;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000087.jpg;1/2/2015 ...;31.07
JOSE ROBERTO OLIVEIRA FARO;PT;PMDB / PT;Eleito por QP;142970;3.81;0.00;241.39;8903.73;0.00;0.00;4440.47;6308.34;0.00;4376.89;12316.34;10.19;2513.12;177.44;0.00;0.00;161.24;636.40;0.00;40085.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;AGRICULTOR FAMILIAR;Em Exercício;PT;BETO FARO;42.26;MASCULINO;Casado(a);Agricultor;Parda;20/06/1969;48;Ensino Fundamental completo;835000.0;PA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000436.jpg;1/2/2015 ...;31.07
CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO;PP;PSD / PT / PC do B / PT do B / PP / PEN;Eleito por QP;64445;4.08;5.78;0.00;3950.82;0.00;0.00;3107.29;10234.47;482.78;9734.07;9597.20;210.12;89.33;376.30;0.00;0.00;880.17;1348.58;61.80;40078.71;0.00;0.03;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.10;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.48;Agrônomo;Em Exercício;PP;BETINHO ROSADO SEGUNDO;35.76;MASCULINO;Casado(a);Agrônomo;Branca;01/02/1982;35;Superior completo;0.0;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000521.jpg;1/2/2015 ...;31.07
OSMAR GASPARINI TERRA;PMDB;PMDB;Eleito por QP;120755;2.03;500.02;0.00;622.74;0.00;0.00;1776.36;6271.03;0.00;7145.68;12024.55;821.38;6225.36;208.92;76.16;0.00;424.33;3774.76;159.80;40031.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.06;0.00;0.00;0.06;0.26;Médico;Licenciado;PMDB;OSMAR TERRA;97.75;MASCULINO;Divorciado(a);Médico;Branca;18/02/1950;67;Superior completo;421901.69;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000166.jpg;1/2/2015 até 12/5/2016, 2/8/2017 até 3/8/2017;15.57
