Nome,Nome para Urna,Numero,Partido,Coligação,Situação,Votação,% Válidos,Sexo,Estado Civil,Ocupacao,Cor/Raça,Data Nasc.,Idade,Instrucao,Bens,UF,foto
FRANCISCO DE ASSIS CARVALHO GONCALVES,ASSIS CARVALHO,1313,PT,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Eleito por QP,94.093,"5,43",MASCULINO,Casado(a),Deputado,Branca,09/09/1961,56,Superior completo,"335198,18",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000214.jpg
ATILA FREITAS LIRA,ATILA LIRA,4040,PSB,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Eleito por QP,129.276,"7,46",MASCULINO,Casado(a),Economista,Branca,07/04/1947,70,Superior completo,"1981128,02",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000061.jpg
HERACLITO DE SOUSA FORTES,HERACLITO,4036,PSB,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Eleito por QP,90.898,"5,24",MASCULINO,Casado(a),Servidor Público Civil Aposentado,Branca,01/08/1950,67,Superior incompleto,"5161172,12",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000062.jpg
IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,IRACEMA PORTELLA,1111,PP,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Eleito por QP,121.121,"6,99",FEMININO,Casado(a),Deputado,Branca,23/04/1966,51,Superior completo,"1466088,78",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000261.jpg
JULIO CESAR DE CARVALHO LIMA,JÚLIO CÉSAR,5555,PSD,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Eleito por QP,99.750,"5,75",MASCULINO,Casado(a),Deputado,Branca,25/08/1948,69,Superior completo,"2008505,41",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000054.jpg
JOSE DE ANDRADE MAIA FILHO,MAINHA,7777,SD,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Suplente,30.419,"1,75",MASCULINO,Casado(a),Empresário,Branca,31/07/1974,43,Superior completo,"699500,00",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000234.jpg
MARCELO COSTA E CASTRO,MARCELO CASTRO,1515,PMDB,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Eleito por QP,111.132,"6,41",MASCULINO,Casado(a),Deputado,Branca,09/06/1950,67,Superior completo,"1369937,07",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000049.jpg
JOSE FRANCISCO PAES LANDIM,PAES LANDIM,1410,PTB,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Eleito por QP,82.549,"4,76",MASCULINO,Solteiro(a),Deputado,Branca,23/03/1937,80,Superior completo,"10754,50",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000242.jpg
RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO,4041,PSB,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Eleito por QP,92.349,"5,33",MASCULINO,Casado(a),Odontólogo,Branca,02/08/1982,35,Superior completo,"263999,54",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000064.jpg
SILAS FREIRE PEREIRA E SILVA,SILAS FREIRE,2222,PR,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Suplente,75.596,"4,36",MASCULINO,Casado(a),Jornalista e Redator,Branca,30/01/1971,46,Superior incompleto,"0,00",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000363.jpg
FABIO ABREU COSTA,CAPITÃO FABIO ABREU,1490,PTB,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Eleito por média,80.839,"4,66",MASCULINO,Casado(a),Policial Militar,Preta,31/12/1972,45,Superior completo,"806000,00",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000241.jpg
FLAVIO RODRIGUES NOGUEIRA,FLAVIO NOGUEIRA,1212,PDT,PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB,Suplente,88.765,"5,12",MASCULINO,Casado(a),Médico,Branca,27/02/1953,64,Superior completo,"2183564,26",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000056.jpg
MERLONG SOLANO NOGUEIRA,MERLONG SOLANO,1333,PT,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Suplente,45.824,"2,64",MASCULINO,Casado(a),Professor de Ensino Superior,Branca,17/09/1958,59,Superior completo,"345771,69",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000216.jpg
REJANE RIBEIRO SOUSA DIAS,REJANE DIAS,1311,PT,PT / PP / PTB / PHS / PR / PROS / PRP / SD,Eleito por QP,134.157,"7,74",FEMININO,Casado(a),Deputado,Parda,04/09/1972,45,Superior completo,"425923,58",PI,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000221.jpg
CARLOS HENRIQUE AMORIM,CARLOS GAGUIM,1515,PMDB,PMDB / PV / PT / PSD,Eleito por média,44.739,"6,10",MASCULINO,Casado(a),Empresário,Branca,21/04/1961,56,Superior completo,"10346563,22",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000014.jpg
CESAR HANNA HALUM,CESAR HALUM,1010,PRB,PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD,Eleito por QP,46.119,"6,29",MASCULINO,Casado(a),Deputado,Branca,10/03/1954,63,Superior completo,"660341,66",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000296.jpg
DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,1511,PMDB,PMDB / PV / PT / PSD,Eleito por QP,75.934,"10,36",FEMININO,Casado(a),Dona de Casa,Branca,15/12/1963,54,Superior completo,"2263550,97",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000019.jpg
IRAJA SILVESTRE FILHO,IRAJÁ ABREU,5510,PSD,PMDB / PV / PT / PSD,Eleito por QP,62.859,"8,57",MASCULINO,Casado(a),Deputado,Branca,03/02/1983,34,Superior completo,"5750552,90",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000020.jpg
JOSINIANE BRAGA NUNES,JOSI NUNES,1500,PMDB,PMDB / PV / PT / PSD,Eleito por QP,53.452,"7,29",FEMININO,Separado(a) judicialmente,Deputado,Branca,10/05/1962,55,Superior completo,"749954,42",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000015.jpg
LAZARO BOTELHO MARTINS,LÁZARO BOTELHO,1145,PP,PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD,Eleito por QP,42.935,"5,86",MASCULINO,Casado(a),Deputado,Branca,11/02/1947,70,Ensino Médio completo,"2257270,31",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000290.jpg
MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA,2580,DEM,PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD,Eleito por QP,41.802,"5,70",FEMININO,Casado(a),Deputado,Branca,01/10/1964,53,Superior completo,"24413,69",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000287.jpg
VICENTE ALVES DE OLIVEIRA JUNIOR,VICENTINHO JUNIOR,4040,PSB,PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD,Eleito por QP,51.069,"6,96",MASCULINO,Solteiro(a),Empresário,Branca,11/04/1985,32,Ensino Médio completo,"2476968,31",TO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000292.jpg
CARLOS HUMBERTO MANNATO,MANATO,7777,SD,PMDB / DEM / PSDB / SD / PROS,Eleito por média,67.631,"3,77",MASCULINO,Casado(a),Deputado,Branca,07/08/1957,60,Superior completo,"1747256,17",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000473.jpg
JORGE SILVA,DR. JORGE SILVA,9090,PROS,PMDB / DEM / PSDB / SD / PROS,Eleito por QP,69.880,"3,89",MASCULINO,Casado(a),Médico,Preta,03/06/1952,65,Superior completo,"519000,00",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000477.jpg
EVAIR VIEIRA DE MELO,EVAIR DE MELO,4343,PV,PRB / PP / PTB / PHS / PPS / PSD / PV,Eleito por QP,48.829,"2,72",MASCULINO,Casado(a),Técnico em Agronomia e Agrimensura,Branca,02/04/1972,45,Superior completo,"31245,52",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000169.jpg
GIVALDO VIEIRA DA SILVA,GIVALDO,1320,PT,PDT / PT,Eleito por média,50.928,"2,84",MASCULINO,Casado(a),Advogado,Branca,28/10/1969,48,Superior completo,"204882,19",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000399.jpg
HELDER IGNACIO SALOMAO,HELDER SALOMAO,1350,PT,PDT / PT,Eleito por QP,83.967,"4,68",MASCULINO,Casado(a),Professor de Ensino Superior,Branca,08/03/1964,53,Superior completo,"621894,37",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000400.jpg
WELINGTON COIMBRA,LELO COIMBRA,1515,PMDB,PMDB / DEM / PSDB / SD / PROS,Eleito por QP,94.759,"5,28",MASCULINO,Casado(a),Médico,Branca,21/06/1954,63,Superior completo,"277300,64",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000461.jpg
MARCUS ANTONIO VICENTE,MARCUS VICENTE,1145,PP,PRB / PP / PTB / PHS / PPS / PSD / PV,Eleito por média,45.525,"2,54",MASCULINO,Casado(a),Representante Comercial,Branca,28/04/1954,63,Superior completo,"330000,00",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000167.jpg
NORMA AYUB ALVES,NORMA AYUB,2500,DEM,PMDB / DEM / PSDB / SD / PROS,Suplente,64.969,"3,62",FEMININO,Solteiro(a),Servidor Público Estadual,Branca,07/09/1959,58,Superior completo,"1649034,34",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000471.jpg
PAULO ROBERTO FOLETTO,FOLETTO,4040,PSB,PRTB / PSB / PSL / PTN,Eleito por QP,88.110,"4,91",MASCULINO,Divorciado(a),Médico,Branca,30/04/1956,61,Superior completo,"1518423,33",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000357.jpg
ANTONIO SERGIO ALVES VIDIGAL,SERGIO VIDIGAL,1212,PDT,PDT / PT,Eleito por QP,161.744,"9,01",MASCULINO,Casado(a),Médico,Parda,08/05/1957,60,Superior completo,"789482,76",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000387.jpg
MAX FREITAS MAURO FILHO,MAX FILHO,4500,PSDB,PMDB / DEM / PSDB / SD / PROS,Eleito por QP,91.210,"5,08",MASCULINO,Casado(a),Servidor Público Federal,Parda,24/06/1968,49,Superior completo,"285949,15",ES,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000481.jpg
CARLOS EDUARDO XAVIER MARUN,MARUN,1515,PMDB,PMDB / PSB / PRB / PTN / PEN / PSC,Eleito por QP,91.816,"7,19",MASCULINO,Casado(a),Deputado,Branca,21/11/1960,57,Superior completo,"94268,33",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000116.jpg
DAGOBERTO NOGUEIRA FILHO,DAGOBERTO NOGUEIRA,1234,PDT,PT / PR / PDT / PROS / PTC / PC do B / PTB / PSDC,Eleito por média,54.813,"4,29",MASCULINO,Casado(a),Advogado,Branca,21/07/1955,62,Superior completo,"2712509,62",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000508.jpg
ELIZEU DIONIZIO SOUZA  DA SILVA,ELIZEU DIONIZIO,7777,SD,PSDB / DEM / PSD / SD / PPS / PMN,Suplente,39.074,"3,06",MASCULINO,Casado(a),Comerciante,Branca,24/01/1982,35,Superior completo,"693397,00",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000051.jpg
GERALDO RESENDE PEREIRA,GERALDO RESENDE,1511,PMDB,PMDB / PSB / PRB / PTN / PEN / PSC,Eleito por QP,87.546,"6,86",MASCULINO,Casado(a),Deputado,Branca,20/04/1955,62,Superior completo,"2485241,92",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000111.jpg
LUIZ HENRIQUE MANDETTA,MANDETTA,2555,DEM,PSDB / DEM / PSD / SD / PPS / PMN,Eleito por QP,57.374,"4,49",MASCULINO,Casado(a),Médico,Branca,30/11/1964,53,Superior completo,"634577,54",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000072.jpg
TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,4040,PSB,PMDB / PSB / PRB / PTN / PEN / PSC,Eleito por QP,75.149,"5,89",FEMININO,Casado(a),Empresário,Branca,06/07/1954,63,Superior completo,"10360,98",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000115.jpg
VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,1331,PT,PT / PR / PDT / PROS / PTC / PC do B / PTB / PSDC,Eleito por QP,69.504,"5,44",MASCULINO,Casado(a),Deputado,Branca,22/01/1964,53,Superior completo,"1092529,13",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000497.jpg
JOSE ORCIRIO MIRANDA DOS SANTOS,ZECA DO PT,1313,PT,PT / PR / PDT / PROS / PTC / PC do B / PTB / PSDC,Eleito por QP,160.556,"12,57",MASCULINO,Casado(a),Vereador,Branca,24/05/1950,67,Superior completo,"2328491,91",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000500.jpg
MARCIO CAMPOS MONTEIRO,MARCIO MONTEIRO,4545,PSDB,PSDB / DEM / PSD / SD / PPS / PMN,Eleito por média,56.441,"4,42",MASCULINO,Casado(a),Pecuarista,Branca,21/11/1956,61,Superior completo,"3017753,78",MS,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MS/foto/120000000021.jpg
EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,7745,SD,PSDB / PSDC / PSD / PEN / SD / PHS / PSC / PMN / PT do B / PRB / DEM,Eleito por média,25.691,"3,22",MASCULINO,Solteiro(a),Empresário,Parda,05/10/1988,29,Superior incompleto,"1775000,00",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000037.jpg
LINDOMAR BARBOSA ALVES,LINDOMAR GARÇON,1521,PMDB,PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN,Eleito por média,24.146,"3,02",MASCULINO,Casado(a),Comerciante,Parda,18/10/1969,48,Superior incompleto,"458500,00",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000239.jpg
LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,1555,PMDB,PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN,Eleito por QP,40.595,"5,08",MASCULINO,Casado(a),Engenheiro,Branca,23/07/1969,48,Superior completo,"2627711,20",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000235.jpg
LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLAUDIO,2222,PR,PP / PR / PPS / PTC / PV / PROS,Eleito por QP,33.737,"4,23",MASCULINO,Casado(a),Deputado,Parda,21/08/1960,57,Ensino Médio completo,"1478535,78",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000348.jpg
MARCOS ROGERIO DA SILVA BRITO,MARCOS ROGERIO,1234,PDT,PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN,Eleito por QP,60.780,"7,61",MASCULINO,Casado(a),Advogado,Parda,07/07/1978,39,Superior completo,"733005,50",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000242.jpg
MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,4545,PSDB,PSDB / PSDC / PSD / PEN / SD / PHS / PSC / PMN / PT do B / PRB / DEM,Eleito por QP,60.324,"7,55",FEMININO,Solteiro(a),Médico,Branca,26/11/1986,31,Superior completo,"497883,84",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000030.jpg
MARINHA CELIA ROCHA RAUPP DE MATOS,MARINHA RAUPP,1515,PMDB,PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN,Eleito por QP,61.419,"7,69",FEMININO,Casado(a),Psicólogo,Branca,23/11/1960,57,Superior completo,"2271194,02",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000245.jpg
NILTON BALBINO,NILTON CAPIXABA,1406,PTB,PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN,Eleito por QP,42.353,"5,30",MASCULINO,Casado(a),Deputado,Branca,09/02/1960,57,Superior completo,"159852,07",RO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000247.jpg
